#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2668677	11771	13429	198129	199257	-	RP23-161B9.8	Ap2a1	Dnm1	Adtaa	AI838169|Dnm|Ftfl|mKIAA4093	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.743	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P17426	-	NP_001070732|NP_031484	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
2668678	11772	13429	198130	199257	-	RP23-161B9.8	Ap2a2	Dnm1	2410074K14Rik|AF006990|AW146353|Adtab|C78001|L25	AI838169|Dnm|Ftfl|mKIAA4093	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.9075	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P17427	Q69ZW4|Q6PEE6	NP_031485	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
2668679	12955	13429	198909	199257	-	RP23-161B9.8	Cryab	Dnm1	Crya-2|Crya2|HspB5|P23	AI838169|Dnm|Ftfl|mKIAA4093	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7165	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P23927	Q52L78	NP_001276711|NP_001276713|NP_034094|NP_001276714	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
2668680	20964	13429	203600	199257	RP23-132C19.2	RP23-161B9.8	Syn1	Dnm1	Syn-1	AI838169|Dnm|Ftfl|mKIAA4093	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.913	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O88935	-	NP_001104250|NP_038708	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
2668684	13429	13430	199257	199258	RP23-161B9.8	-	Dnm1	Dnm2	AI838169|Dnm|Ftfl|mKIAA4093	Dyn2|Udnm|b2b2159Clo	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.734	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	P39054	G3X9G4|Q3TCR7|Q3T9X3	NP_001240822|NP_001240823|NP_031897|NP_001034609	-	-	-	-	-	-	Mus musculus	Mus musculus
2668804	13429	13548	199257	199347	RP23-161B9.8	RP24-424G16.1	Dnm1	Dyrk1a	AI838169|Dnm|Ftfl|mKIAA4093	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|ENSMUSG00000074897|Gm10783|Mnbh|Mp86|mmb	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8015	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	Q61214	Q8C774|A1L341|A9C475	NP_031916|NP_001106860	-	-	-	-	-	-	Mus musculus	Mus musculus
2669369	13429	14269	199257	199720	RP23-161B9.8	RP23-243I3.2	Dnm1	Fnbp1	AI838169|Dnm|Ftfl|mKIAA4093	1110057E06Rik|2210010H06Rik|FBP1|Fbp17	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.69	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	Q80TY0	A2AQ43|A2AQ41	NP_001033789|NP_001171119|NP_062279|NP_001171120|NP_001171121	-	-	-	-	-	-	Mus musculus	Mus musculus
2670109	13429	15481	199257	200428	RP23-161B9.8	-	Dnm1	Hspa8	AI838169|Dnm|Ftfl|mKIAA4093	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7995	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	P63017	-	NP_112442	-	-	-	-	-	-	Mus musculus	Mus musculus
2672196	13429	18645	199257	202127	RP23-161B9.8	-	Dnm1	Pfn2	AI838169|Dnm|Ftfl|mKIAA4093	Pfn	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.926	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	Q9JJV2	-	NP_062283	-	-	-	-	-	-	Mus musculus	Mus musculus
2675394	13429	20404	199257	203206	RP23-161B9.8	RP23-158E10.3	Dnm1	Sh3gl2	AI838169|Dnm|Ftfl|mKIAA4093	9530001L19Rik|AI120490|AW555077|B930049H17Rik|EEN-B1|SH3PA|Sh3d2a	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.6925	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	Q62420	-	NP_062408	-	-	-	-	-	-	Mus musculus	Mus musculus
2675564	13429	68981	199257	213157	RP23-161B9.8	-	Dnm1	Snrpa1	AI838169|Dnm|Ftfl|mKIAA4093	1500015N06Rik	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.734	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	P57784	-	NP_067311	-	-	-	-	-	-	Mus musculus	Mus musculus
2675964	13429	20965	199257	203601	RP23-161B9.8	-	Dnm1	Syn2	AI838169|Dnm|Ftfl|mKIAA4093	2900074L19Rik|AI836018|AI841723	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.719	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	Q64332	Q8CE19	NP_001313489|NP_001104485|NP_038709	-	-	-	-	-	-	Mus musculus	Mus musculus
2676005	13429	104015	199257	222281	RP23-161B9.8	-	Dnm1	Synj1	AI838169|Dnm|Ftfl|mKIAA4093	A930006D20Rik|AA675315|mKIAA0910	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7625	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P39053	-	NP_034195|NP_001288666	-	D3Z656|E9Q7S0	NP_001157955|NP_001038980	-	-	-	-	-	-	Mus musculus	Mus musculus
2766791	217124	13429	229847	199257	RP23-112C19.3	RP23-161B9.8	Ppp1r9b	Dnm1	SPL|Spn	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Hiday AC (2017)	PUBMED:28634551	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q6R891	-	NP_758465	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
2910130	3064	13429	109314	199257	-	RP23-161B9.8	HTT	Dnm1	HD|IT15	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	O'Brien R (2015)	PUBMED:26025364	9606	10090	Low Throughput	-	-	-	-	BIOGRID	P42858	-	NP_002102	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Homo sapiens	Mus musculus
3312120	273	13429	106770	199257	-	RP23-161B9.8	AMPH	Dnm1	AMPH1	AI838169|Dnm|Ftfl|mKIAA4093	Reconstituted Complex	physical	Zhang X (2021)	PUBMED:34018922	9606	10090	Low Throughput	-	-	-	-	BIOGRID	P49418	-	NP_647477|NP_001626	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Homo sapiens	Mus musculus
3324136	16491	13429	200878	199257	-	RP23-161B9.8	Kcna3	Dnm1	Kca1-3|Kv1.3|Mk-3	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Cidad P (2021)	PUBMED:33230847	10090	10090	High Throughput	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactions.	-	BIOGRID	P16390	-	NP_032444	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3333577	15194	13429	200268	199257	-	RP23-161B9.8	Htt	Dnm1	AI256365|C430023I11Rik|Hd|Hdh|IT15	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Shirasaki DI (2012)	PUBMED:22794259	10090	10090	High Throughput	-	-	-	-	BIOGRID	-	G3X9H5	NP_034544	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3410623	11793	13429	198146	199257	-	RP23-161B9.8	Atg5	Dnm1	2010107M05Rik|3110067M24Rik|AW319544|Apg5l|Atg5l|C88337|Paddy	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Baines K (2022)	PUBMED:35449600	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q99J83	-	NP_444299	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3473004	50525	13429	206052	199257	-	RP23-161B9.8	Spag6	Dnm1	PF16	AI838169|Dnm|Ftfl|mKIAA4093	Two-hybrid	physical	Liu Y (2019)	PUBMED:31146259	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q9JLI7	Q497N2	NP_056588	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3526330	69017	13429	213173	199257	-	RP23-161B9.8	Prrt2	Dnm1	1500031I19Rik|AI195361|DSPB3	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Forrest MP (2023)	PUBMED:36808153	10090	10090	High Throughput	-	-	High confidence interactions included proteins that bound to anti-PRRT2 antibodies with a cut off of P<0.1 compared to an IgG control.	-	BIOGRID	E9PUL5	-	NP_001096033	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3526756	170707	13429	228386	199257	RP23-277N22.2	RP23-161B9.8	Usp48	Dnm1	2810449C13Rik|AI115503|BC021769|D330022K21Rik|Usp31	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Sanchez-Bellver L (2022)	PUBMED:36293380	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q3V0C5	A2ALR9	NP_570949	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
3645939	12393	13429	198518	199257	-	RP23-161B9.8	Runx2	Dnm1	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	AI838169|Dnm|Ftfl|mKIAA4093	Affinity Capture-MS	physical	Li X (2023)	PUBMED:36878279	10090	10090	Low Throughput	-	-	-	-	BIOGRID	Q08775	Q9Z2T9|E0CZ12|F8WHN7	NP_001139510|NP_033950|NP_001139392|NP_001258556|NP_001258560|NP_001258559	P39053	-	NP_034195|NP_001288666	-	-	-	-	-	-	Mus musculus	Mus musculus
